我	也	423657
我	的	282792
我	是	172573
我	就	142700
我	都	116998
我	还	101435
我	觉得	97360
我	在	93332
的	人	169138
的	时候	143387
的	是	90530
的	我	78260
的	啊	58038
的	好	50788
的	吗	46223
的	都	44124
你	的	301496
你	是	181941
你	也	136678
你	说	93656
你	在	87145
你	要	78656
你	了	75940
你	不	71215
是	的	142416
是	啊	105986
是	我	104494
是	你	79530
是	什么	61185
是	个	42971
是	在	38920
是	谁	38072
了	吗	110303
了	吧	80418
了	我	79579
了	你	63381
了	啊	62929
了	就	42805
了	么	36974
了	个	24837
不	知道	175266
不	喜欢	43711
不	懂	33149
不	一样	30133
不	在	27815
不	开心	21184
不	给	20416
不	睡	19342
都	是	198036
都	不	82666
都	没	48912
都	有	47248
都	在	40208
都	要	37603
都	会	33539
都	没有	33219
也	是	253031
也	不	70910
也	要	52969
也	想	48636
也	有	36852
也	没	33859
也	很	33789
也	可以	25316
就	好	83752
就	不	46054
就	可以	28766
就	会	26433
就	去	24008
就	知道	22868
就	在	21515
就	没	21118
好	的	171174
好	吧	98531
好	了	77233
好	啊	44277
好	吗	33100
好	想	28361
好	呀	20125
好	嘛	15588
在	一起	37078
在	哪里	33666
在	哪	33261
在	我	24255
在	你	19698
在	看	12726
在	说	12527
在	学校	12415
有	的	36511
有	什么	34930
有	机会	20301
有	你	20158
有	了	18507
有	多	17169
有	时间	17057
有	一个	13741
还	没	87199
还	在	61391
还	不	47667
还	能	35055
还	可以	24096
还	没有	22776
还	以为	19735
还	想	16322
去	了	57637
去	看	33140
去	的	25016
去	吃	19219
去	找	16582
去	哪	16378
去	吧	16368
去	哪里	16183
要	去	35088
要	不要	28318
要	不	20061
要	吃	10729
要	的	10581
要	看	8680
要	有	8525
要	好好	8405
没	办法	19734
没	了	18027
没	睡	16009
没	看	15751
没	看到	15524
没	问题	15454
没	啥	14013
没	吃	12443
说	的	95412
说	我	54383
说	你	46681
说	了	33846
说	什么	18797
说	是	16546
说	过	10743
说	得	8325
那	你	96586
那	我	58362
那	是	56651
那	就	49713
那	也	13592
那	时候	10512
那	就是	8427
那	必须	7833
想	吃	38726
想	你	33030
想	去	33024
想	知道	20497
想	说	19229
想	看	16893
想	的	15919
想	我	15663
很	好	43688
很	喜欢	19413
很	有	17643
很	好看	14331
很	开心	11708
很	美	10151
很	想	10105
很	久	10033
吃	了	58040
吃	的	53320
吃	完	15934
吃	过	10287
吃	什么	10107
吃	东西	8444
吃	到	8205
吃	啊	7759
看	了	57401
看	你	51269
看	的	30900
看	我	21661
看	完	18755
看	出来	13586
看	电影	10568
看	他	5663
这	是	66716
这	几天	16721
这	就是	14439
这	不是	14386
这	都	12872
这	两天	11828
这	也	10929
这	就	9929
可以	的	24412
可以	去	14113
可以	啊	11097
可以	说	9516
可以	了	9390
可以	有	9082
可以	吗	8196
可以	吃	6492
给	你	148958
给	我	115928
给	他	11976
给	自己	9996
给	她	6473
给	你们	6108
给	我们	5742
给	了	5379
什么	时候	68763
什么	都	26127
什么	的	20587
什么	意思	14741
什么	鬼	10143
什么	啊	8399
什么	了	8238
什么	事	7422
我们	都	24290
我们	的	21216
我们	一起	11369
我们	也	10635
我们	是	9996
我们	这	8069
我们	学校	6894
我们	在	6174
人	都	33473
人	的	24661
人	了	14262
人	在	10800
人	是	8674
人	啊	7802
人	也	7707
人	不	6527
就是	你	15941
就是	我	14066
就是	不	8960
就是	这样	8847
就是	这么	6056
就是	啊	5697
就是	个	5491
就是	要	5092
不是	我	22695
不是	你	14120
不是	很	11523
不是	说	11238
不是	一个	6973
不是	啊	6789
不是	在	6257
不是	吧	6101
来	了	44165
来	的	19608
来	吧	17659
来	找	13309
来	啊	13113
来	着	10464
来	我	9919
来	呀	7830
会	有	30557
会	不会	20555
会	的	14819
会	好	9363
会	被	8414
会	很	7244
会	去	5716
会	是	5356
没有	啊	16004
没有	了	9075
没有	你	6447
没有	我	6322
没有	什么	6013
没有	人	5630
没有	啦	4815
没有	那么	3829
怎么	了	29616
怎么	会	13736
怎么	不	11187
怎么	这么	11096
怎么	知道	10917
怎么	可能	9168
怎么	说	8251
怎么	还	7985
一个	人	61450
一个	小时	4999
一个	星期	4894
一个	字	3426
一个	人去	3370
一个	好	2801
一个	不	2688
一个	是	2643
又	是	16324
又	要	16148
又	不是	15676
又	不	15659
又	去	10380
又	来	8472
又	没	7870
又	有	7832
还是	要	12990
还是	很	9982
还是	你	8899
还是	有	6679
还是	我	4857
还是	喜欢	4848
还是	不	4562
还是	可以	4486
自己	的	49271
自己	都	7260
自己	去	6561
自己	做	5991
自己	是	5490
自己	也	5397
自己	喜欢	4978
自己	了	4534
他	的	29663
他	是	12339
他	说	11956
他	了	7172
他	就	6875
他	也	6559
他	在	6338
他	不	6229
喜欢	你	42816
喜欢	的	39120
喜欢	我	14534
喜欢	吃	11403
喜欢	他	9624
喜欢	看	5619
喜欢	她	5474
喜欢	这个	4933
和	你	45852
和	我	38137
和	他	8149
和	谁	3633
和	她	3385
和	你们	3014
和	好	2950
和	我们	2862
现在	的	18419
现在	在	16822
现在	还	15620
现在	都	13056
现在	是	12250
现在	就	9654
现在	也	8791
现在	才	6756
知道	你	32638
知道	了	22772
知道	我	21543
知道	的	12459
知道	啊	12092
知道	是	10881
知道	怎么	7013
知道	为什么	6544
对	啊	65562
对	的	32818
对	呀	28411
对	我	23208
对	了	19780
对	你	19298
对	自己	7467
对	吧	6643
这个	是	9799
这个	可以	6309
这个	我	6172
这个	问题	5657
这个	人	5135
这个	世界	4723
这个	月	4077
这个	时候	3910
啊	我	26348
啊	你	18100
啊	哈哈	12404
啊	哈哈哈	12179
啊	好	8281
啊	哈哈哈哈	7185
啊	是	7126
啊	对	5058
这么	多	16695
这么	说	14607
这么	好	11303
这么	早	9709
这么	大	9531
这么	快	7471
这么	想	5843
这么	好看	5436
能	不能	24057
能	吃	10358
能	看到	6079
能	有	5736
能	帮	4902
能	看	4795
能	让	4101
能	给	4063
真的	是	38859
真的	很	25029
真的	好	15766
真的	吗	10503
真的	不	6665
真的	要	4207
真的	有	4077
真的	太	3865
到	了	41039
到	现在	14912
到	我	9150
到	你	8688
到	的	5794
到	时	5284
到	家	4286
到	最后	3484
多	了	48956
多	的	18277
多	吃	8615
多	大	5972
多	穿点	3888
多	喝	3832
多	好	3757
多	啊	3714
觉得	你	21768
觉得	我	19930
觉得	自己	9576
觉得	很	6585
觉得	是	6320
觉得	他	4515
觉得	好	4237
觉得	这个	3283
你们	都	15169
你们	的	13510
你们	是	5041
你们	在	4661
你们	也	4117
你们	学校	3592
你们	家	3227
你们	这些	3154
今天	的	7786
今天	也	7393
今天	是	7170
今天	我	6888
今天	去	5548
今天	晚上	4436
今天	就	4352
今天	又	4118
才	是	29553
才	会	9672
才	知道	9372
才	有	8773
才	发现	7714
才	看到	4325
才	不	4099
才	好	2973
时候	我	9947
时候	就	8251
时候	你	5590
时候	也	4878
时候	都	4812
时候	去	4316
时候	来	4024
时候	回来	4022
哈哈哈	哈哈	52633
哈哈哈	我	18039
哈哈哈	你	11509
哈哈哈	好	5951
哈哈哈	是	5095
哈哈哈	那	3323
哈哈哈	对	2569
哈哈哈	笑	2347
被	你	25197
被	我	10622
被	人	8256
被	发现	3668
被	打	3345
被	骂	3308
被	骗	3160
被	偷	2347
等	你	51143
等	我	40296
等	着	30703
等	了	6117
等	下	3846
等	的	2847
等	他	2764
等	会	2447
跟	你	53646
跟	我	47312
跟	他	7301
跟	谁	4059
跟	她	3868
跟	你们	2979
跟	我们	2914
跟	别人	2702
把	你	27604
把	我	25919
把	自己	9164
把	它	4756
把	他	4736
把	她	2349
把	头发	2317
把	手机	1847
不要	这么	4869
不要	再	4669
不要	太	4614
不要	说	3909
不要	我	3854
不要	这样	3784
不要	了	3446
不要	去	3279
买	了	45717
买	的	41487
买	到	5454
买	什么	3373
买	东西	3225
买	一个	3214
买	衣服	2897
买	啊	2565
做	的	32214
做	了	15535
做	什么	11057
做	朋友	5451
做	不到	4592
做	自己	4431
做	你	3910
做	一个	3629
个	好	6512
个	月	4865
个	小时	4142
个	小	2720
个	什么	2646
个	啥	2201
个	大	2193
个	屁	2128
得	很	7935
得	了	7093
得	我	6215
得	好	5211
得	有	3613
得	多	3569
得	去	2960
得	这么	2525
着	你	17531
着	我	10883
着	呢	9799
着	了	4259
着	吧	4104
着	的	4062
着	就	3547
着	看	2871
太	多	18146
太	可爱	9131
太	好看	6377
太	喜欢	3966
太	不	3848
太	大	3832
太	可怕	3359
太	厉害	3214
让	我	55826
让	你	38829
让	人	14986
让	他	9549
让	我们	8059
让	自己	6291
让	她	4373
让	别人	2744
过	了	26828
过	的	18506
过	几天	8102
过	你	6766
过	我	5380
过	两天	4485
过	得	3480
过	啊	2873
爱	你	61089
爱	我	18460
爱	的	14803
爱	吃	9381
爱	了	4800
爱	他	4050
爱	上	2998
爱	自己	2992
那么	多	20953
那么	大	6618
那么	好	6244
那么	久	5040
那么	早	4509
那么	晚	3994
那么	快	3460
那么	多人	3087
上	了	18733
上	的	16043
上	我	4975
上	厕所	3385
上	有	3021
上	大学	2772
上	不	2202
上	个	1963
她	的	15422
她	是	6496
她	说	6220
她	了	3442
她	也	3392
她	就	3126
她	在	3014
她	不	2855
再	去	13451
再	来	8310
再	给	4226
再	不	3950
再	看	3903
再	吃	3467
再	多	3051
再	买	2851
已经	在	6488
已经	是	5830
已经	很	5174
已经	被	3671
已经	有	3639
已经	不	3230
已经	开始	2956
已经	到	2717
找	你	33411
找	我	30970
找	不到	18212
找	了	6995
找	工作	4862
找	一下	4124
找	的	4008
找	一个	3876
不会	的	7237
不会	吧	5183
不会	是	5001
不会	有	4710
不会	啊	3119
不会	被	2965
不会	再	2915
不会	告诉	2120
一起	去	15376
一起	加油	9327
一起	的	6372
一起	了	5368
一起	吃	5342
一起	玩	4437
一起	看	3052
一起	努力	2916
感觉	你	12102
感觉	我	5924
感觉	自己	5905
感觉	很	4475
感觉	到	4004
感觉	好	3934
感觉	是	3525
感觉	了	2334
看到	你	26513
看到	了	25446
看到	的	8559
看到	我	8182
看到	这个	2786
看到	过	2253
看到	他	2239
看到	一个	2070
小	仙女	13964
小	哥哥	11895
小	的	6355
小	清新	3424
小	了	3083
小	鲜肉	2428
小	三	2183
小	公主	1859
还有	我	4399
还有	一个	3906
还有	什么	3751
还有	你	3447
还有	个	2934
还有	人	2621
还有	很多	2588
还有	吗	2090
真	好	31176
真	好看	8991
真	爱	5302
真	没	4631
真	羡慕	4308
真	不	4067
真	可爱	3312
真	美	2524
大	的	14216
大	了	14005
大	晚上	6259
大	实话	3785
大	啊	2651
大	兄弟	2001
大	眼睛	1950
大	太阳	1922
这样	的	38184
这样	啊	7815
这样	说	6788
这样	了	6182
这样	我	3151
这样	就	3081
这样	想	2688
这样	吧	2239
回来	了	37414
回来	的	8962
回来	啦	6812
回来	啊	4944
回来	吧	4782
回来	就	3900
回来	我	2994
回来	给	2779
一直	都	22783
一直	在	21676
一直	以为	4951
一直	很	4126
一直	想	4035
一直	是	3895
一直	没	3377
一直	觉得	2844
不能	吃	7097
不能	再	4027
不能	说	3523
不能	让	2263
不能	给	2152
不能	用	2036
不能	在	1800
不能	去	1745
哈哈	我	15360
哈哈	你	10078
哈哈	好	5605
哈哈	是	5102
哈哈	那	3322
哈哈	谢谢	2440
哈哈	对	2061
哈哈	可以	1220
应该	是	29391
应该	会	3968
应该	不会	3472
应该	也	3374
应该	有	3337
应该	说	3162
应该	没	2961
应该	的	2603
谁	说	8724
谁	啊	8042
谁	都	7728
谁	的	6063
谁	让	5643
谁	知道	5328
谁	了	4798
谁	是	3849
因为	我	21475
因为	你	14554
因为	他	3314
因为	是	2740
因为	有	2526
因为	我们	2301
因为	没有	1511
因为	她	1447
快	了	13845
快	来	9722
快	回来	8558
快	去	7484
快	啊	3091
快	睡	2820
快	就	2533
快	说	2224
那个	人	6671
那个	是	5261
那个	时候	3669
那个	我	1582
那个	地方	1284
那个	什么	1059
那个	小	987
那个	女	893
最	喜欢	15043
最	爱	11548
最	重要	10935
最	棒	7289
最	可爱	4314
最	多	4098
最	好看	3639
最	讨厌	3451
明天	就	7496
明天	去	7330
明天	要	4605
明天	我	4256
明天	早上	2680
明天	下午	2639
明天	的	2606
明天	见	2494
睡	了	36130
睡	吧	12819
睡	的	10412
睡	啊	5838
睡	到	5612
睡	啦	4091
睡	得	3696
睡	你	3375
但是	我	18445
但是	你	5813
但是	还是	2803
但是	不	2757
但是	也	2327
但是	还	1948
但是	是	1802
但是	现在	1733
为什么	要	13743
为什么	我	11273
为什么	不	8870
为什么	你	6141
为什么	这么	3708
为什么	会	3696
为什么	是	2810
为什么	没有	2541
所以	我	17275
所以	你	12555
所以	说	5383
所以	才	3770
所以	就	3517
所以	要	3028
所以	我们	1816
所以	现在	1636
吧	我	12913
吧	你	9125
吧	好	3380
吧	哈哈	3058
吧	哈哈哈	2730
吧	来	2374
吧	那	1726
吧	去	1648
叫	我	19645
叫	你	15150
叫	什么	7000
叫	啥	3009
叫	上	2880
叫	他	2198
叫	的	1810
叫	了	1729
啥	都	11565
啥	的	8223
啥	了	5368
啥	呢	5035
啥	啊	4881
啥	也	4143
啥	好	2719
啥	呀	2336
是不是	很	4670
是不是	要	4005
是不是	也	3307
是不是	你	2699
是不是	在	2371
是不是	有	2350
是不是	都	2329
是不是	又	1956
嗯	呢	14626
嗯	呐	10197
嗯	啊	10157
嗯	哼	9609
嗯	哪	6237
嗯	我	5305
嗯	好	4102
嗯	是	4068
可能	是	20453
可能	会	5768
可能	我	3540
可能	的	3405
可能	要	3121
可能	你	2423
可能	不	2334
可能	就	2207
谢谢	你	32066
谢谢	啦	12025
谢谢	啊	2960
谢谢	了	2943
谢谢	哦	2668
谢谢	哈	2555
谢谢	亲	2436
谢谢	夸奖	2246
走	了	28268
走	的	9222
走	起	4850
走	吧	4034
走	到	3911
走	啊	3561
走	好	2422
走	在	2403
用	的	14571
用	了	9592
用	什么	3091
用	你	2016
用	完	1998
用	啊	1903
用	我	1834
用	手机	1804
不过	我	15700
不过	你	6547
不过	还是	3269
不过	是	3026
不过	也	2775
不过	现在	2443
不过	这	1209
不过	我们	1179
比	我	24236
比	你	19371
比	我们	2252
比	他	1961
比	以前	1929
比	她	1302
比	你好	1107
比	谁	938
带	我	17686
带	你	14488
带	着	12395
带	了	6060
带	的	3694
带	回来	2431
带	孩子	1725
带	他	1246
最近	在	4907
最近	都	4429
最近	也	3389
最近	的	2693
最近	忙	2222
最近	怎么样	2190
最近	好	1905
最近	我	1665
一	开始	6521
一	晚上	5230
一	起来	4029
一	下午	2947
一	小时	2344
一	跳	2176
一	想到	1779
一	丢	1710
请	你	26206
请	我	18366
请	吃饭	3913
请	不要	3329
请	叫	2159
请	了	1574
请	把	1449
请	给	1407
挺	好	29912
挺	好看	7541
挺	多	4246
挺	喜欢	3797
挺	有	2055
挺	早	1508
挺	可爱	1375
挺	像	1272
好好	的	11026
好好	休息	10375
好好	好	6057
好好	照顾	4631
好好	珍惜	2923
好好	享受	2261
好好	听	1770
好好	说话	1572
晚上	好	14864
晚上	的	5490
晚上	就	2785
晚上	吃	2595
晚上	去	2471
晚上	不	2159
晚上	都	2126
晚上	我	1547
其实	我	26123
其实	是	6936
其实	也	4588
其实	你	3982
其实	就是	2070
其实	都	1707
其实	很	1601
其实	还	1115
一定	要	29257
一定	会	12923
一定	是	10064
一定	很	2394
一定	去	2183
一定	的	2147
一定	能	1662
一定	有	1652
有点	不	2532
有点	小	2339
有点	多	2227
有点	冷	1969
有点	大	1903
有点	想	1716
有点	远	1406
有点	难	1330
出来	了	20600
出来	的	14922
出来	玩	2420
出来	就	2044
出来	我	1819
出来	啊	1789
出来	你	1546
出来	是	1101
打	了	10632
打	你	8154
打	的	7522
打	我	6094
打	完	2241
打	酱油	2068
打	不过	1624
打	给	1613
更	多	9999
更	喜欢	3944
更	有	2574
更	美	2260
更	健康	1975
更	重要	1714
更	不	1618
更	爱	1529
哈哈哈哈	哈哈哈	31238
哈哈哈哈	我	7367
哈哈哈哈	你	4647
哈哈哈哈	好	2129
哈哈哈哈	是	1843
哈哈哈哈	那	1359
哈哈哈哈	喜欢	1163
哈哈哈哈	对	1059
玩	的	15211
玩	了	12397
玩	啊	6755
玩	手机	6460
玩	呀	2284
玩	吗	1972
玩	呢	1866
玩	啦	1712
我要	去	8957
我要	吃	4289
我要	看	2628
我要	和	1436
我要	把	1344
我要	你	1174
我要	来	1154
我要	给	1135
以后	就	4365
以后	会	3800
以后	我	3564
以后	的	3478
以后	你	2956
以后	有	2772
以后	要	2736
以后	都	2644
然后	就	7913
然后	我	6908
然后	你	3701
然后	呢	2638
然后	再	2266
然后	又	1881
然后	去	1449
然后	他	1112
穿	的	10856
穿	了	8148
穿	上	4243
穿	短袖	3060
穿	什么	2692
穿	秋裤	2485
穿	裙子	2417
穿	羽绒服	1772
时间	去	3672
时间	了	3183
时间	就	2582
时间	都	2529
时间	的	2295
时间	是	1870
时间	过得	1772
时间	啊	1767
只是	想	3641
只是	觉得	2807
只是	我	2672
只是	在	2252
只是	说	2140
只是	个	2070
只是	你	2033
只是	一个	1643
下	了	9691
下	的	4848
下	一个	4145
下	我	2599
下	就	2505
下	你	1978
下	一次	1821
下	大雨	1662
完	了	36564
完	就	4415
完	的	3303
完	啦	1663
完	我	1610
完	你	1439
完	之后	1140
完	再	1030
哪里	有	6277
哪里	啊	5401
哪里	的	4938
哪里	都	4442
哪里	买	3967
哪里	了	3888
哪里	去	2964
哪里	来	2759
好看	的	27649
好看	了	10577
好看	啊	6837
好看	吗	5184
好看	不	1933
好看	呀	1740
好看	呢	1668
好看	啦	1404
只	想	7701
只	知道	3805
只	吃	3362
只	看	3127
只	看到	2958
只	剩	2358
只	喜欢	1989
只	猫	1656
希望	你	15870
希望	我	3585
希望	能	3547
希望	他	2642
希望	有	2207
希望	是	1954
希望	大家	1913
希望	我们	1767
好像	是	13002
好像	也	3466
好像	你	2729
好像	都	2316
好像	很	2302
好像	有	2293
好像	没有	2143
好像	还	2083
咋	了	10240
咋	不	7086
咋	这么	4806
咋	的	4776
咋	还	4061
咋	滴	3452
咋	地	3088
咋	知道	2950
但	我	14349
但	你	3823
但	还是	3762
但	也	3426
但	不	2544
但	又	1359
但	不是	1216
但	他	1107
回	学校	10585
回	了	7524
回	我	5493
回	的	3235
回	你	3159
回	北京	2307
回	啊	2032
回	成都	1661
别	这样	4300
别	再	2916
别	让	2583
别	把	1898
别	吃	1882
别	这么	1868
别	给	1491
别	在	1449
开始	了	4357
开始	就	2844
开始	的	2449
开始	我	2010
开始	看	1688
开始	上班	1124
开始	也	939
开始	你	888
一下	吗	5897
一下	就	4426
一下	你	4311
一下	我	4168
一下	吧	3349
一下	啊	1640
一下	自己	1492
一下	嘛	1357
么	哒	25778
么	了	3801
么	我	2580
么	办	2338
么	你	2077
么	有	1649
么	多	975
么	大	941
别人	的	13239
别人	说	3506
别人	都	2836
别人	家	2430
别人	了	1816
别人	不	1537
别人	也	1343
别人	怎么	1330
不想	去	3700
不想	吃	2794
不想	看	2779
不想	说	2533
不想	再	2274
不想	和	1661
不想	让	1596
不想	我	1547
如果	你	11019
如果	是	6208
如果	我	5647
如果	有	3839
如果	不	1828
如果	可以	1733
如果	没有	1694
如果	不是	1616
开心	的	12895
开心	就	9029
开心	了	7322
开心	啊	3936
开心	吗	3810
开心	点	2889
开心	哦	2266
